,x_corr,y_corr,target
0,0.17449320520005562,0.17410734791833327,False
1,0.3696580496447268,-0.7443376170047691,True
2,0.9338881934577881,-0.6756009661118345,True
3,0.9129397529166732,-0.1408876473169376,True
4,-0.4051966287583084,-0.24089113687955677,False
5,0.7901978773483389,-0.36928970841638353,True
6,0.2145300845428042,-0.6401379465824422,False
7,0.04260154220416301,-0.47938494283602195,False
8,0.4277816853779315,0.09892576204217374,False
9,0.5978027749911903,-0.7869790011334541,True
10,-0.07153334927909905,0.46567013274830726,False
11,0.9351541724570482,-0.8516495479204986,True
12,0.2198370581035618,0.09385336314320791,False
13,0.207939991700135,-0.7236937640762278,True
14,-0.9704106717134287,-0.5095634418718986,True
15,0.45771172039497054,-0.18763652584035184,False
16,-0.3386211686440639,0.9179569143424133,True
17,0.2843479023748876,0.32938208629821486,False
18,-0.13219569582870339,-0.48358153986207575,False
19,0.7665583836927516,-0.30525800679563186,True
20,0.6941904941257826,0.5010070945778862,True
21,0.9764235830544292,-0.08791930684757965,True
22,-0.9537686826588103,-0.5912347271386913,True
23,-0.7001695129164744,0.6495552399512774,True
24,0.9599558098716845,-0.15302772067757298,True
25,0.9625444908961376,0.9785327499095902,True
26,-0.6974708285887086,-0.535684030598307,True
27,0.5930697634442557,0.8585837980146465,True
28,-0.670094157695051,-0.7235671208676733,True
29,-0.3054523409269334,-0.8567094152231454,True
30,-0.3260200222568037,0.13459850948306196,False
31,-0.40709926821935305,0.3956879404498779,False
32,0.45139924942025633,0.8515472659551424,True
33,-0.8516115046368373,0.36724866790560373,True
34,0.42964453493849075,0.947352374600015,True
35,0.3363730485646077,0.022639663751987227,False
36,-0.6158197362500308,-0.1964011601217417,False
37,0.9490284034648286,0.8257126697060027,True
38,-0.6379951395311656,-0.39720815965694367,True
39,0.45342554180467043,0.30295002326832865,False
40,-0.23297761821001672,0.22205181654264616,False
41,0.3211743480557927,0.4211619363029504,False
42,0.7961137705144743,0.2604869043015994,True
43,0.7365446207330943,0.9745379259239941,True
44,-0.41157791234569907,0.5582417246647493,False
45,-0.9941967771031066,0.18230334970852624,True
46,0.5547004291796673,0.52712221701982,True
47,0.34084168545199,-0.6756006349598864,True
48,-0.38802388702661195,-0.4349712232166467,False
49,-0.4689331959917593,-0.11874978838687,False
50,-0.26111967814248915,-0.960399094734337,True
51,-0.5998699185048526,-0.6083892459769016,True
52,0.6832765574314685,-0.7327022187717289,True
53,0.9626552950365146,0.7411061456788937,True
54,-0.9192621639531298,-0.9670313857338233,True
55,0.8977580404047985,0.16052831652085509,True
56,-0.5938695887704712,0.4340356337245026,True
57,0.038814216724914585,0.5145444407906237,False
58,0.3596516824152962,0.44254078908714645,False
59,0.638936041225088,-0.09140259005940021,False
60,-0.16386071099673538,-0.40191747158094926,False
61,0.9017165550056749,0.7446862646092967,True
62,-0.6040091638160476,0.4702493588431509,True
63,0.7653790465567776,0.49558229657039576,True
64,-0.09758014952725702,-0.6246077013711584,False
65,0.4466691178383426,-0.022233682097453578,False
66,0.8452028144021075,-0.22424628556778226,True
67,-0.23154517510229788,-0.9576763179781276,True
68,-0.8026889380873281,0.0936617647904534,True
69,-0.5522268908742385,0.898995451056751,True
70,-0.6897763608279768,-0.5551047687349826,True
71,-0.724582154846227,0.07283711428168926,True
72,0.38159788302765585,0.42225379297128063,False
73,0.0871804242212435,0.4035871559560964,False
74,0.9590287357945821,0.6158940968043825,True
75,0.5344873257266753,-0.6804076259853875,True
76,-0.28752439822413844,-0.8038278018472476,True
77,-0.683991919550444,0.16025524347619502,True
78,0.5043098598375853,-0.8570498074497215,True
79,0.3285555656844745,0.38420247633594395,False
80,-0.9725486979818541,-0.6104020244144959,True
81,-0.3318965723057776,0.6799034642901598,True
82,0.8732641432849004,0.6019995422976501,True
83,0.6044669153181754,0.6151795617554086,True
84,0.48531417004217947,0.6124621622942119,True
85,0.7175536605268065,-0.40137281639033295,True
86,0.8131642699386965,0.8526031615556544,True
87,0.6989566901183497,0.5960216874102247,True
88,0.6674960786643205,-0.13083020837456738,False
89,-0.6089708107625535,-0.5681951178767255,True
90,-0.988018251945791,-0.04823881125031115,True
91,-0.1320277072683489,-0.29446131584243074,False
92,0.1563931882216365,-0.14090430884425698,False
93,0.9183048916995975,0.4570464397666445,True
94,0.13612011962670123,-0.7917305241302539,True
95,-0.7468975381493927,0.09314420705615789,True
96,-0.09435584835282773,-0.3103657998102569,False
97,0.22442121431589168,-0.5080519230536213,False
98,0.4391283251874245,0.6272235563566197,True
99,0.36037242226225796,0.09513045049409996,False
